Type,First Name,Last Name,Company,Email,Phone,Phone 2,Fax,Address,Address 2,City,State,Zip,APN,Property Address,Property City,Property County,Property State,Property Zip,Property Size,Short Legal Description,Offer Amount,Market Value,Assessed Value,Repair Estimate,Back Taxes
,RUTHERFORD B R &,,,,,,,221 S BLUE LAKE AVE,,DELAND,FL,32724,313   461, QUAIL TRL,,Forsyth,GA,,0.11,14-1 1326 LT 42 PEBBLEBRO ,,,25000,,1.42
,SAGGERE MRUNAL S,,,,,,,412 DRYSTACK WAY,,CARY,NC,27519,179   021,1505 JAMES BURGESS RD,SUWANEE,Forsyth,GA,30024,1,2-1 943 ,,,38000,,
,SAMPLES KYTHEA,,,,,,,172 RILEY CIR,,DAWSONVILLE,GA,30534,263   139,5540 BETTY LN,DAWSONVILLE,Forsyth,GA,30534,1,14-1 671 ,,,28500,,313.79
,SAMPLES LIN-VIC PROPERTIES LLC,,,,,,,104 COUNTRY LN,,CARROLLTON,GA,30117,036   001,6097 BENTLEY RD,CUMMING,Forsyth,GA,30040,18.25,2-1 113 ,,,338080,,
,SAMPLES MINERVA,,,,,,,8670 VANNS TAVERN RD,,GAINESVILLE,GA,30506,319   135,8670 VANNS TAVERN RD,GAINESVILLE,Forsyth,GA,30506,1.37,14-1 1229 ,,,40290,,1.93
,SAMS MARTHA JEAN,,,,,,,5530 CANTRELL CIR,,CUMMING,GA,30041,266   031,5530 CANTRELL CIR,CUMMING,Forsyth,GA,30041,1,14-1 657 ,,,34150,,63.41
,SAMUEL SUSAN A,,,,,,,6 HIDDEN FAWN PL,,SIMPSONVILLE,SC,29680,077   136, COVE CREEK CT,CUMMING,Forsyth,GA,30040,0.96,3-1 1068 LT 12 COVE CREEK ,,,30000,,
,SANDERS KATHERINE C,,,,,,,948 HIGH FALLS RD,,JACKSON,GA,30233,313   129, SAWNEE TER,,Forsyth,GA,,0.4,14-1 1268 LOT 305 CRYSTAL COVE ,,,18000,,254.56
,SATOOR SUMALATHA,,,,,,,5609 WINTHROP CT,,EVANSVILLE,IN,47715,221   458, MERCEDES DR,CUMMING,Forsyth,GA,30040,0.13,14-1 150 LOT 424 HD-SS ,,,17500,,
,SBA TOWERS INC,,,,,,,5900 BROKEN SOUND PKWY NW,,BOCA RATON,FL,33487,283   337,6685 BROWNS BRIDGE RD,CUMMING,Forsyth,GA,30041,0.08,14-1 800 LEASED LAND CTC ZA#2314 OFF 283-115---2000,,,108970,,
,SCARBORO JAMES C,,,,,,,85 WOODLAND CIR,,ROYSTON,GA,30662,073   025,3940 HOLBROOK RD,CUMMING,Forsyth,GA,30028,3.39,3-1 633-634 ,,,67930,,
,SCHMID RALPH D,,,,,,,92 FAIRY DELL RD,,CLINTON,CT,64130,221   306, MERCEDES DR,CUMMING,Forsyth,GA,30041,0.12,14-1 87 LT 96 HT-SS ,,,35000,,
,SCHRILS NORMA &,,,,,,,175 E DELAWARE PL 5410,,CHICAGO,IL,60611,156   005,2100 OLD ATLANTA RD,CUMMING,Forsyth,GA,30041,1.14,2-1 709 ,,,52160,,
,SCHRILS NORMA &,,,,,,,175 E DELAWARE PL 5410,,CHICAGO,IL,60611,156   135,2110 OLD ATLANTA RD,CUMMING,Forsyth,GA,30041,1,2-1 709 ,,,47500,,
,SCHROEDER HOLDINGS LLC,,,,,,,4080 MCGINNIS FERRY RD STE 1407,,ALPHARETTA,GA,30005,178   041, NICHOLS RD,SUWANEE,Forsyth,GA,30024,26.05,2-1  785-800-857-858 ,,,149790,,1511.07
,SCOLA MARCO,,,,,,,771 S BARFIELD DR,,MARCO ISLAND,FL,34145,276   109,7325 ANDERSON LAKE RD,DAWSONVILLE,Forsyth,GA,30534,0.59,14-1 826 TR 4 ,,,10000,,
,SCOLA MARCO,,,,,,,771 S BARFIELD DR,,MARCO ISLAND,FL,34145,276   110,7315 ANDERSON LAKE RD,DAWSONVILLE,Forsyth,GA,30534,0.63,14-1 826 TR 5 ,,,10000,,
,SCOTT STERLING R,,,,,,,9624 LAURENCEKIRK PL,,BRISTOW,VA,20136,313   393, PEBBLEBROOK TRL,GAINESVILLE,Forsyth,GA,30506,0.34,14-1 1277-1326 LT 134  PE BBLEBROOK SHO,,,25000,,
,SELVEY JOANNE,,,,,,,126 LILLY BELL LN,,FREEPORT,FL,32439,144   058,6425 NAMON WALLACE RD,CUMMING,Forsyth,GA,30028,1.13,3-1 244 ,,,31020,,
,SERRANO BALTAZAR &,,,,,,,1749 TILDEN AVE,,JONESBORO,GA,30236,269   097,5395 ARCHER AVE,CUMMING,Forsyth,GA,30041,0.3,14-1 612 LOT 16 SEC B COL ONIAL CLUB ES,,,15000,,
,SERRANO MARY ANN,,,,,,,530 STONE ISLAND RD,,DELTONA,FL,32725,100   280,2530 CONLEY DR,CUMMING,Forsyth,GA,30040,1.01,3-1 991 LT 32 PH 4 DYER FARMS @ PHOENIX,,,50000,,
,SERRET FELIX &,,,,,,,30 CLYDE TAYLOR PL,,NEWNAN,GA,30265,307   125, LYNN DR,GAINESVILLE,Forsyth,GA,30506,0.46,14-1 1112 LOT 29 CLAY BENNETT,,,30000,,
,SEVEN BRANCHES FARM LLC,,,,,,,PO BOX 149,,JAMESTOWN,RI,02835,103   425, BETHELVIEW RD,CUMMING,Forsyth,GA,30040,38.89,2-1 92-124-125-164 ,,,664490,,
,SEWELL RONALD,,,,,,,5815 ROLLING OAKS DR,,CUMMING,GA,30040,122   093,5860 ROLLING OAKS CIR,CUMMING,Forsyth,GA,30040,0.59,3-1 670 LT 73 PH3 ROLLING ,,,40000,,402.64
,SEXTON DAVID,,,,,,,5330 DAHLONEGA HWY,,CUMMING,GA,30028,187   022,5310 DAHLONEGA HWY,CUMMING,Forsyth,GA,30028,15.3,3-1 253-254 ,,,233610,,2231.31
,SHADBURN DANNY &,,,,,,,PO BOX 1397,,CUMMING,GA,30028,C13   017,199 15TH ST,CUMMING,Forsyth,GA,,0.34,3-1 1126 ,,,62000,,504.06
,SHARP CATHY A,,,,,,,24 KITCHEN WAY E,,DAHLONEGA,GA,30533,220   239, FLEETWOOD DR,CUMMING,Forsyth,GA,30041,0.12,14-1 197 LT 242 HC-SS ,,,35000,,279.27
,SHEILA H PAYNTER LIVING TRUST,,,,,,,707 BULAIN LN,,AUSTIN,TX,78746,219   098, HOLTZCLAW RD,CUMMING,Forsyth,GA,30041,29.99,14-1 143-201 ,,,689770,,
,SHELTON LYNN B,,,,,,,1070 HONOR RUN,,ALPHARETTA,GA,30005,220   204, CENTURY DR,CUMMING,Forsyth,GA,30041,0.11,14-1 147 LOT 338 HC-SS ,,,35000,,279.27
,SHEPPARD RYMOND,,,,,,,542 NW SPRING LAKE BLVD,,PORT CHARLOTTE,FL,33952,221   652, LINGER LONGER RD,CUMMING,Forsyth,GA,30041,0.92,14-1 86 ,,,137530,,
,SHERIDAN CHARLES THOMAS,,,,,,,104 LEE ST,,CENTERVILLE,GA,31028,313   008, CRYSTAL COVE TRL,GAINESVILLE,Forsyth,GA,30506,0.37,14-1 1209 LT 78 CRYSTAL COVE SHORES ,,,15000,,
,SHIRLEY WAYNE E & RHONDA A,,,,,,,2915 E BASLINE RD,STE 109,TEMPE,AZ,85284,279   012T001,6465 GRINDLE RD,GAINESVILLE,Forsyth,GA,30506,,MH ,,,6500,,
,SIMPSON GRACE C,,,,,,,240 SEAVIEW CT APT 603,,MARCO ISLAND,FL,34145,007   012,7225 PLANTATION LN,CUMMING,Forsyth,GA,30028,7.84,3-1  650-719 ,,,224730,,
,SINCLAIR MICHAEL,,,,,,,417 1ST ST,,KIRKLAND,WA,98033,195   048, PILGRIM MILL CIR,CUMMING,Forsyth,GA,30041,1.1,3-1 1118 LT 41-44   R P OTWELL SUB,,,125000,,
,SKINNER DOROTHY,,,,,,,1371 MOHAWK DR,,LAWRENCEVILLE,GA,30043,196   247, EAGLECREEK TRL,CUMMING,Forsyth,GA,30041,0.24,3-1 1258 LOT 149 EAGLE ,,,35000,,464.4
,SLATON JAMES W,,,,,,,1958 GAISSERT RD,,NEWBORN,GA,30056,145   008,5740 NAMON WALLACE RD,CUMMING,Forsyth,GA,30028,1.83,3-1 336 ,,,46310,,
,SMALLWOOD GARLAND,,,,,,,6940 OVERTON CIR,,CUMMING,GA,30041,270   185,6940 OVERTON CIR,CUMMING,Forsyth,GA,30041,0.44,14-1 690 LT 55 SEC B ,,,15000,,217.61
,SMITH ANDREW G,,,,,,,1128 RIVIERA CT,,LIVERMORE,CA,94551,313   333, QUAIL MOUNTAIN TRL,GAINESVILLE,Forsyth,GA,30506,0.1,14-1 1277 LT 290 PEBBLEBR OOK SHORES,,,5000,,
,SMITH CORY E &,,,,,,,2828 N MCKOY RD,,VILLA RICA,GA,30180,283   046,7070 DIANA CIR,GAINESVILLE,Forsyth,GA,30506,0.12,14-1 877 LT 19 SEC D MATHIS,,,50000,,
,SMITH CYNTHIA E &,,,,,,,2828 NORTH MCCOY ROAD,,VILLA RICA,GA,30180,283   047,7080 DIANA CIR,GAINESVILLE,Forsyth,GA,30506,0.11,14-1 877 LT 20 SEC D MATHIS,,,53700,,
,SMITH DOUGLAS L &,,,,,,,2909 KIRKCALDY LN,,BIRMINGHAM,AL,35242,313   510, CROOKED O TRL,GAINESVILLE,Forsyth,GA,30506,0.11,14-1 1277-1266 LOT 355 PEBBLEBROOK,,,5000,,
,SMITH EDWIN  ESTATE,,,,,,,865 PECAN GROVE RD,,WASHINGTON,GA,30673,118   045,5675 ELMO RD,CUMMING,Forsyth,GA,30028,0.97,3-1 311 ,,,27940,,
,SMITH EDWIN ESTATE,,,,,,,865 PECAN GROVE RD,,WASHINGTON,GA,30673,118   045T001,5675 ELMO RD,CUMMING,Forsyth,GA,30028,,MH ,,,5100,,
,SMITH ELIZABETH,,,,,,,802 HALL RD,,HAMPTON,GA,30228,269   138, ARCHER AVE,CUMMING,Forsyth,GA,30041,0.42,14-1 LT 82 SEC A COL CLUB ESTATES,,,17250,,
,SMITH GREGORY L,,,,,,,3072 E VINA DEL MAR BLVD,,SAINT PETERSBURG,FL,33706,297   313, FLEETWOOD TRL,GAINESVILLE,Forsyth,GA,30506,0.11,14-1 952 LT 47 SHOREWOOD ,,,20000,,
,SMITH JOYCE M,,,,,,,PO BOX 202,,CUMMING,GA,30028,195   197,2050 APPLE VALLEY CT,CUMMING,Forsyth,GA,30041,0.59,3-1 1115 LOT 94 LANIER ,,,40000,,427.35
,SMITH KELLY,,,,,,,482 WESLEY CHAPEL RD,,LEXINGTON,GA,30648,255   065T001,5688 WILSON DR,CUMMING,Forsyth,GA,30041,,MH ,,,18200,,
,SMITH KELLY,,,,,,,482 WESLEY CHAPEL RD,,LEXINGTON,GA,30648,255   065,5688 WILSON DR,CUMMING,Forsyth,GA,30041,0.52,14-1 571 TR 1 ,,,15000,,
,SMITH LAURA E,,,,,,,170 MORNINGSIDE DR,,CLARKSVILLE,GA,30523,313   131, HAW CREEK PL,,Forsyth,GA,,0.3,141 LOT 307 CRYSTAL COVE ,,,45000,,
,SMITH ROGER,,,,,,,3560 AMBASSADOR DR,,WELLINGTON,FL,33414,184   032T001,301 KEMP RD,SUWANEE,Forsyth,GA,30024,,MH ,,,17500,,
,SMITH ROGER B,,,,,,,3560 AMBASSADOR DR,,WELLINGTON,FL,33414,209   001, KEMP RD,SUWANEE,Forsyth,GA,30024,42.5,1-1 71-72-504-506 ,,,956250,,
,SMITH ROGER B,,,,,,,3560 AMBASSADOR DR,,WELLINGTON,FL,33414,184   449,301 KEMP RD,SUWANEE,Forsyth,GA,30024,,1-1 73-505-ETAL ,,,21380,,
,SMITH T V LIVING TRUST,,,,,,,1037 PAYNES CREEK RD,,HARTWELL,GA,30643,314   119, DAWSONVILLE HWY,GAINESVILLE,Forsyth,GA,30506,1.44,14-1 1279 LOT 8 LAKEVIEW RIDGE,,,72000,,
,SNOWDEN NANCY POWER,,,,,,,4653 OAKVIEW DR,,SAVANNAH,GA,31405,065   003, SHILOH RD,CUMMING,Forsyth,GA,30040,2.11,2-1 962 ,,,105500,,
,SOMERSET PARTNERS LP,,,,,,,7380 MCGINNIS FERRY RD,,SUWANEE,GA,30024,089   304,2330 BROOKWATER DR,ALPHARETTA,Forsyth,GA,30005,0.33,2-1 1059 LT 106 BROOKWOOD ,,,60000,,624.79
,SONBATI HANI M,,,,,,,6 BROOKSIDE RD,,CLARKSBURG,NJ,08510,005   012,8121 HEARDSVILLE CIR,CUMMING,Forsyth,GA,30028,4.22,3-1 508 ,,,129240,,
,SONBATI HANI M,,,,,,,6 BROOKSIDE RD,,CLARKSBURG,NJ,08510,005   023, HEARDSVILLE CIR,CUMMING,Forsyth,GA,30028,4.46,3-1  508 PO TRACT 2 ,,,116090,,
,SOSEBEE HUGH D FAMILY LP LLLP,,,,,,,99 COUNTRY CLUB DR,,FORSYTH,GA,31029,053   013,3815 AARON SOSEBEE RD,CUMMING,Forsyth,GA,30028,40,3-1  926-925 ,,,691600,,
,SOSEBEE HUGH D FAMILY LTD PART,,,,,,,99 COUNTRY CLUB DR,,FORSYTH,GA,31029,100   123, CANTON HWY,CUMMING,Forsyth,GA,30040,6.43,3-1 1029 ,,,156890,,
,SOSEBEE HUGH D JR &,,,,,,,99 COUNTRY CLUB DR,,FORSYTH,GA,31029,101   053, CANTON HWY,CUMMING,Forsyth,GA,30040,20.11,3-1 1134 ,,,397420,,
,SOSEBEE LAWTON FAMILY PRTNSHP LLLP,,,,,,,10511 LAKE WILLIAMS DR,,ODESSA,FL,33556,075   084, HURT BRIDGE RD,CUMMING,Forsyth,GA,30028,1,3-1 850-851 ,,,24620,,
,SOUTH ATLANTIC DEV INC,,,,,,,,,UNKNOWN,,0,196   164, LAKESIDE TRL,CUMMING,Forsyth,GA,30041,0.22,3-1 1263 LOT 63 EAGLE ,,,45000,,587.75
,SOUTH POINT CONST LLC,,,,,,,2272 AZALEA DR,STE A,LAWRENCEVILLE,GA,30043,289   174,6220 PROVIDENCE LAKE DR,GAINESVILLE,Forsyth,GA,30506,0.59,14-1 983 LT 73 PH 1 ,,,34000,,451.98
,SOUTHERS CIRCLE HOLDING LLC,,,,,,,790 NW 107TH AVE STE 400,,MIAMI,FL,33172,180   355,830 SOUTHERS PLANTATION LN,SUWANEE,Forsyth,GA,30024,0.68,2-1 1075 LT 3 SOUTHERS PLANTATION,,,75000,,
,SP BUFORD DAM LLC,,,,,,,2 GREENWICH PLZ,1ST FLR,GREENWICH,CT,10630,C40   076, SANDERS RD,CUMMING,Forsyth,GA,30041,2.67,2-1 149-150-211 ,,,987900,,
,SPANN ERIC G,,,,,,,28 LIEDTKE DR,,CRANBURY,NJ,08512,313   693, DOGWOOD WAY,GAINESVILLE,Forsyth,GA,30506,0.31,14-1 LOT 219 CRYSTAL COVE ,,,15000,,
,SPARKS BEVERLY A,,,,,,,4910 SETTINGDOWN RD,,CUMMING,GA,30041,235   064,4910 SETTINGDOWN RD,CUMMING,Forsyth,GA,30041,1,14-1 407 ,,,46000,,414.45
,STEVENSON NORMA,,,,,,,5409 MILL VALLEY DR,,DOUGLASVILLE,GA,30135,314   067, TRUMAN MOUNTAIN RD,GAINESVILLE,Forsyth,GA,30506,0.38,14-1 1325 LT 201  LAKE HARBOR SHORES ,,,25000,,
,STONE DAVID MICHAEL,,,,,,,7473 W FAYETTEVILLE RD,,RIVERDALE,GA,30296,307   049,7960 WILKINSON DR,GAINESVILLE,Forsyth,GA,30506,0.28,14-1 1035 LT 54 WILKINSON ,,,12500,,
,STREET ROGER REID JR,,,,,,,339 MAIN ST,,FRANKLIN,TN,37064,313   641, CROOKED O TRL,GAINESVILLE,Forsyth,GA,30506,0.25,14-1 1266 LT 390-391 PEBB LEBROOK SHORE,,,35000,,
,SUBBAGARI CHANDRA &,,,,,,,1820 ABBIE FETCH CT,,SUWANEE,GA,30024,179   340,1820 ABBIE FETCH CT,SUWANEE,Forsyth,GA,30024,0.45,2-1 930 LT 45 PH 1 TURNBERRY ,,,150000,,1574.92
,SULLIVAN DENNIS F &,,,,,,,2629 TOWNSEND PL,,DANIEL ISLAND,SC,29492,246   008,3260 CRESTVIEW DR,CUMMING,Forsyth,GA,30041,0.5,14-1 268 LT 4  U E AKINS ,,,169770,,
,SULLIVAN DENNIS F &,,,,,,,2629 TOWNSEND PL,,WANDO,SC,29492,245   213, CRESTVIEW DR,CUMMING,Forsyth,GA,30041,0.91,14-1 267 LOT 17 PH II SEC K  COL,,,55000,,
,SULLIVAN DENNIS F &,,,,,,,2629 TOWNSEND PL,,DANIEL ISLAND,SC,29492,246   008T001,3260 CRESTVIEW DR,CUMMING,Forsyth,GA,30041,,MH ,,,14800,,
,SULLIVAN LAWRENCE R ETAL,,,,,,,30227 RIVER RANCH BLVD,,RIVER RANCH,FL,33867,152   105, BUFORD HWY,CUMMING,Forsyth,GA,30041,0.47,2-1 225 ,,,25000,,
,SUTTON KAY PITTMAN &,,,,,,,302 NIXON RD,,SENOIA,GA,30276,323   016,4210 DOGWOOD PATH,GAINESVILLE,Forsyth,GA,30506,0.46,14-1 1338 LT 11  LAKE HARBOR SHORES ,,,25000,,
,SYDNEY INVESTMENTS LLC,,,,,,,3575 KOGER BLVD,STE 200,DULUTH,GA,30096,128   524, CASTLEBERRY VILLAGE DR,CUMMING,Forsyth,GA,30040,23.63,2-1 60-85 OPEN SPACE UN 1-2 ,,,50000,,2.61
,SYED SHERAZ,,,,,,,138 W ARBOR CAMP CIR,,THE WOODLANDS,TX,77389,269   388, PARKS RD,CUMMING,Forsyth,GA,30041,1.83,14-1 610 TR 5 ,,,46120,,
,SYED SHERAZ,,,,,,,138 W ARBOR CAMP CIR,,THE WOODLANDS,TX,77389,269   385, PARKS RD,CUMMING,Forsyth,GA,30041,1.1,14-1 610 TR 2 ,,,30690,,
,SYED SHERAZ,,,,,,,138 W ARBOR CAMP CIR,,THE WOODLANDS,TX,77389,269   386, PARKS RD,CUMMING,Forsyth,GA,30041,1.04,14-1 610 TR 3 ,,,29020,,
,SYED SHERAZ,,,,,,,138 W ARBOR CAMP CIR,,THE WOODLANDS,TX,77389,269   387, PARKS RD,CUMMING,Forsyth,GA,30041,1.04,14-1 610 TR 4 ,,,29020,,
,SYED SHERAZ,,,,,,,138 W ARBOR CAMP CIR,,THE WOODLANDS,TX,77389,269   332, PARKS RD,CUMMING,Forsyth,GA,30041,1,14-1 610 TR 1 ,,,28500,,
,SYNOVUS BANK,,,,,,,1000 VETERANS PKWY,,COLUMBUS,GA,31901,078   129,5425 LANDSEER WAY,CUMMING,Forsyth,GA,30040,0.51,3-1 1139 LT 34 HUNTINGTON ,,,70000,,
,TALBOT GRANT,,,,,,,2204 SAWGRASS VILLAGE DR,,PONTE VEDRA BEACH,FL,32082,007   163,6830 WELLS CT,CUMMING,Forsyth,GA,30028,1.98,3-1 722 LT 102 PH 5 GLENB ROOK,,,13500,,
,TALLANT DAVID JR,,,,,,,5280 HYDE RD,,CUMMING,GA,30040,034   081,5280 HYDE RD,CUMMING,Forsyth,GA,30040,1.12,3-1 1220 ,,,51240,,538.29
,TARBERT LLC,,,,,,,8665 EAST HARTFORD DR,STE 200,SCOTTSDALE,AZ,85255,269   253,4820 KEN LN,CUMMING,Forsyth,GA,30041,0.41,14-1 612 LT 1 SEC C COLON IAL CLUB EST,,,17250,,
,TATE DARYL THOMAS,,,,,,,PO BOX 23101,,SAVANNAH,GA,31403,225   289, BUFORD DAM RD,CUMMING,Forsyth,GA,30041,0.32,14-1 183 ,,,50000,,
,TAYLOR BETTY W,,,,,,,PO BOX 263,,FAYETTEVILLE,GA,30214,314   267, TRUMAN MOUNTAIN RD,GAINESVILLE,Forsyth,GA,30506,1.02,14-1 1279 LT 5 LAKEVIEW RIDGE ,,,15000,,
,TAYLOR DONALD W,,,,,,,3124 LAWTON CT,,PANAMA CITY,FL,32405,313   702, SAWNEE WAY,,Forsyth,GA,,0.33,14-1 LOT 228 CRYSTAL COVE ,,,15000,,
,TAYLOR R W JR,,,,,,,3124 LAWTON CT,,PANAMA CITY,FL,32405,313   013, THUNDER TRL,GAINESVILLE,Forsyth,GA,30506,0.3,141 LOT 141 CRYSTAL COVE ,,,15000,,
,TAYLOR ROBERT RUSSELL,,,,,,,13792 HWY 319N,,THOMASVILLE,GA,31757,313   703, SAWNEE WAY,,Forsyth,GA,,0.31,141 LOT 229 CRYSTAL COVE ,,,15000,,
,TDGA LLC,,,,,,,675 SEMINOLE AVE,STE 301  ATTN,ATLANTA,GA,30307,221   350, CHEVY ST,CUMMING,Forsyth,GA,30041,0.11,14-1 378 LOT 378 HD-SS ,,,35000,,279.27
,TEASDALE SUSAN,,,,,,,3440 ROOSEVELT ST,,HOLLYWOOD,FL,33021,213   047, BURRUSS RD,CUMMING,Forsyth,GA,30028,8.43,14-1 126 TRACT B ,,,145420,,
,TEMPLES WANDA J &,,,,,,,679 FLAT ROCK RD,,STOCKBRIDGE,GA,30281,269   120,5190 ARCHER AVE,CUMMING,Forsyth,GA,30041,0.56,14-1 611 LT 101 SEC A  CO ,,,17250,,245.38
,THE KROGER CO,,,,,,,1014 VINE ST,,CINCINNATI,OH,45202,105  1081, STEEPLECHASE BLVD,CUMMING,Forsyth,GA,30040,1.38,2-1 308-340 OUTLOT 2 ,,,948750,,
,THE KROGER CO,,,,,,,1014 VINE ST,,CINCINNATI,OH,45202,105  1080, STEEPLECHASE BLVD,CUMMING,Forsyth,GA,30040,1.27,2-1 308-341 OUTLOT 1 ,,,714380,,
,THIRTEEN OAKS INC,,,,,,,PO BOX 23415,,NASHVILLE,TN,37202,121   118,5550 ROLLING OAKS CT,CUMMING,Forsyth,GA,30040,0.7,3-1 627 LT 63 PHI ROLLING OAKS,,,10000,,
,THIRTEEN OAKS INC,,,,,,,PO BOX 23415,,NASHVILLE,TN,37202,077   131, COVE CREEK LN,CUMMING,Forsyth,GA,30040,0.6,3-1 1068 LT 7 COVE CREEK ,,,6000,,
,THOMAS CYNTHIA A,,,,,,,70 SERENITY LN,,OAKLEY,CA,94561,221   116,3575 BONNEVILLE DR,CUMMING,Forsyth,GA,30041,0.23,14-1 LT 74-75 HD-SS ,,,45500,,
,THOMAS KIM &,,,,,,,450 DODGEN RD,,HAMPTON,GA,30228,319   251, VANNS TAVERN RD,GAINESVILLE,Forsyth,GA,30506,1,14-1 1229-1248 ,,,25000,,340.96
,THOMAS STEFFEN JR,,,,,,,1089 CREEKWOOD CIR,,MADISON,GA,30650,C15   009,109 MOUNTAIN VIEW DR,CUMMING,Forsyth,GA,30040,0.33,3-1 1198 LOT 6 MOUNTAIN VIEW,,,45000,,
,THOMSON THOMAS &,,,,,,,7615 BREEZE BAY,,CUMMING,GA,30041,286   018, BREEZE BAY RD,CUMMING,Forsyth,GA,30041,0.62,14-1 778 LT 10 BREEZE BAY ,,,300000,,500.26
,THORNTON JASON,,,,,,,382 TIMBERLINE DR,,DEMOREST,GA,30535,314   098,5455 APACHE TRL,GAINESVILLE,Forsyth,GA,30506,0.59,14-1 1325 LT 164  LAKE HARBOR SHORES ,,,25000,,
,TODD SMITH GRADING INC,,,,,,,482 WESLEY CHAPEL RD,,LEXINGTON,GA,30648,103   302,1810 KELLY MILL RD,CUMMING,Forsyth,GA,30040,3.58,2-1 20-21 ,,,141040,,
,TOLAND MADELEINE CATALOGNE,,,,,,,315 MELANIE LN,,MCCORMICK,SC,29835,235   005, GEORGIA HWY 400 ,CUMMING,Forsyth,GA,30028,6.14,14-1 314 ,,,114200,,
,TONY BROWN PROPERTIES LLC,,,,,,,2450 ATLANTA HWY,STE 401,CUMMING,GA,30040,206   160,480 OVERLOOK MOUNTAIN DR,SUWANEE,Forsyth,GA,30024,0.65,2-1 1010 LT 8 WINCHESTER ,,,180000,,957.89
,TOOLE RICHARD G &,,,,,,,225 DEVILLA TRCE,,FAYETTEVILLE,GA,30214,323   054,4710 PERRY RD,GAINESVILLE,Forsyth,GA,30506,0.62,14-1 1339 LT 35 CHESTATEE HGTS ,,,174980,,
,TORRES MARTHA &,,,,,,,5354 DRIVER LN,,CUMMING,GA,30041,269   291,5354 DRIVER LN,CUMMING,Forsyth,GA,30041,1,14-1 612-648 ,,,43420,,568.25
,TOTH JOSEPH L JR,,,,,,,130 ROSEMONT CT,,RICHMOND HILL,GA,31324,325   056, EDGEWATER DR,GAINESVILLE,Forsyth,GA,30506,0.57,14-1 1392 LT 13  WATERS EDGE ,,,25000,,
,TREEHOUSE LTO LLC,,,,,,,PO BOX 23415,,NASHVILLE,TN,37202,042   010, UNION HILL RD,ALPHARETTA,Forsyth,GA,30004,0.37,2-1 823-834 ,,,80000,,
,TRENDS MANAGEMENT LLC,,,,,,,5900 WILD AZALEA,,BUFORD,GA,30518,106   551,5935 BENNETT PKWY,CUMMING,Forsyth,GA,30040,0.23,2-1 343 LT 226 UN 4-A ,,,40000,,402.64
,TREZEVANT ENTERPRISES INC,,,,,,,7092 POPLAR AVE,,GERMANTOWN,TN,38138,110   026,1564 PEACHTREE PKWY,CUMMING,Forsyth,GA,30041,1.81,2-1 809 ,,,610880,,
,TRG FORSYTH LLC,,,,,,,200 E LONG LAKE RD,STE 300,BLOOMFIELD HILLS,MI,48304,043   070, RONALD REAGAN BLVD,ALPHARETTA,Forsyth,GA,30005,4.23,2-1 965 F-2 RONALD REAGAN / UNION HILL OVERLAY PH 1,,,634500,,
,TRG FORSYTH LLC,,,,,,,200 E LONG LAKE RD,STE 300,BLOOMFIELD HILLS,MI,48304,043   076, RONALD REAGAN BLVD,ALPHARETTA,Forsyth,GA,30005,4.02,2-1 965 I-2 RONALD REAGAN / UNION HILL OVERLAY PH 1,,,603000,,
,TRG FORSYTH LLC,,,,,,,200 E LONG LAKE RD,STE 300,BLOOMFIELD HILLS,MI,48304,043   068, RONALD REAGAN BLVD,ALPHARETTA,Forsyth,GA,30005,3.57,2-1 966 E RONALD REAGAN / UNION HILL OVERLAY PH 1,,,535500,,
,TRG FORSYTH LLC,,,,,,,200 E LONG LAKE RD,STE 300,BLOOMFIELD HILLS,MI,48304,043   066, RONALD REAGAN BLVD,ALPHARETTA,Forsyth,GA,30005,3.41,2-1 966 D-1 RONALD REAGAN / UNION HILL OVERLAY PH 1,,,511500,,
,TRG FORSYTH LLC,,,,,,,200 E LONG LAKE RD,STE 300,BLOOMFIELD HILLS,MI,48304,043   069, RONALD REAGAN BLVD,ALPHARETTA,Forsyth,GA,30005,2.15,2-1 965-966 F-1 RONALD REAGAN / UNION HILL OVERLAY PH 1,,,322500,,
,TRG FORSYTH LLC,,,,,,,200 E LONG LAKE RD,STE 300,BLOOMFIELD HILLS,MI,48304,043   075, RONALD REAGAN BLVD,ALPHARETTA,Forsyth,GA,30005,2.15,2-1 965 I-1 RONALD REAGAN / UNION HILL OVERLAY PH 1,,,322500,,
,TRG FORSYTH LLC,,,,,,,200 E LONG LAKE RD,STE 300,BLOOMFIELD HILLS,MI,48304,043   065, RONALD REAGAN BLVD,ALPHARETTA,Forsyth,GA,30005,2.07,2-1 965-966 A-2 RONALD REAGAN / UNION HILL OVERLAY PH 1,,,310500,,
,TRG FORSYTH LLC,,,,,,,200 E LONG LAKE RD,STE 300,BLOOMFIELD HILLS,MI,48304,043   072, RONALD REAGAN BLVD,ALPHARETTA,Forsyth,GA,30005,1.81,2-1 966-979 G-2 RONALD REAGAN / UNION HILL OVERLAY PH 1,,,271500,,
,TRG FORSYTH LLC,,,,,,,200 E LONG LAKE RD,STE 300,BLOOMFIELD HILLS,MI,48304,043   071, RONALD REAGAN BLVD,ALPHARETTA,Forsyth,GA,30005,1.64,2-1 966-979 G-1 RONALD REAGAN / UNION HILL OVERLAY PH 1,,,246000,,
