Type,First Name,Last Name,Company,Email,Phone,Phone 2,Fax,Address,Address 2,City,State,Zip,APN,Property Address,Property City,Property County,Property State,Property Zip,Property Size,Short Legal Description,Offer Amount,Market Value,Assessed Value,Repair Estimate,Back Taxes
Company,,,RED STAR PROPERTIES LLC,,,,,12625 NW 76TH ST,,PARKLAND,FL,33076,221   229, PHOENIX ST,CUMMING,Forsyth,GA,30041,0.11,14-1 87 LOT 230 HT-SS ,,,35000,,
Company,,,REDUS ATLANTA HOUSING LLC,,,,,1 INDEPENDENT DR,STE 615    MAC Z3094-065,JACKSONVILLE,FL,32202,085   201, RONALD REAGAN BLVD,CUMMING,Forsyth,GA,30041,2.81,2-1 596-557 ,,,140500,,
Individual,JERRY HUSTUS CO-TRUSTEE,REID,,,,,,REID JERRY HUSTUS REV LIVING TRUST,275 RUSSELL SCENIC HWY,BLAIRSVILLE,GA,30512,196   363, EAGLECREEK TRL,CUMMING,Forsyth,GA,30041,0.26,3-1 1258 LOT 8 EAGLE CREEK SHORES,,,28000,,
Individual,JERRY HUSTUS CO-TRUSTEE&,REID,,,,,,REID JERRY HUSTUS REV LIVING TRUST,275 RUSSELL SCENIC HWY,BLAIRSVILLE,GA,30512,221   246, RENAULT ST,CUMMING,Forsyth,GA,30041,0.23,14-1 150 LT 205-206 HT-SS ,,,45500,,
Individual,WARREN,REID,,,,,,8650 NW 45TH CT,,FORT LAUDERDALE,FL,33351,004   038, MATT HWY,BALL GROUND,Forsyth,GA,30107,2.06,3-1 357-358 LT33 ETOWAH TRAILS PH I,,,72100,,
Company,,,RENFORK DEVELOPMENT LLC,,,,,PO BOX 330538,,ATLANTIC BEACH,FL,32233,007   167,6845 NORTH GLEN DR,CUMMING,Forsyth,GA,30028,0.75,3-1 722 LT 106 PH 5 GLENB ROOK,,,13500,,
Company,,,RENFORK DEVELOPMENT LLC,,,,,PO BOX 330538,,ATLANTIC BEACH,FL,32233,007   168,6855 NORTH GLEN DR,CUMMING,Forsyth,GA,30028,0.67,3-1 722 LT 107 PH 5 GLENB ROOK,,,13500,,
Company,,,REPUBLIC SERVICES OF GA LTD PARTNERSHIP,,,,,PO BOX 29246,,PHOENIX,AZ,85038,017   105, MAULDIN DR,ALPHARETTA,Forsyth,GA,30004,3.28,2-1 467 OFF 017-021----1999,,,134700,,
Individual,ENRIQUE,RESENDIZ,,,,,,8380 WALLACE TATUM RD,,CUMMING,GA,30028,026   021,8380 WALLACE TATUM RD,CUMMING,Forsyth,GA,30028,2.38,3-1 425-426 ,,,71450,,728.51
Individual,HERMAN RANDALL,RICHARDS,,,,,,244 OLD BALL GROUND RD,,CANTON,GA,30115,235   031,5115 SETTINGDOWN RD,CUMMING,Forsyth,GA,30041,2.36,14-1 334-409 ,,,55930,,584.62
Individual,SANDY L,RIVERA,,,,,,7280 WINGFIELD WAY,,CUMMING,GA,30041,265   003, WINGFIELD WAY,CUMMING,Forsyth,GA,30041,19.98,14-1 601 ,,,281720,,1.05
Individual,GEORGE A,ROBBIE,,,,,,340 FALLEN LEAF LN,,ROSWELL,GA,30075,308   175, DURAN CIR,GAINESVILLE,Forsyth,GA,30506,0.2,14-1 1179 LTS 15-16 ,,,168890,,207.22
Individual,DONALD LEE,ROBERTS,,,,,,PO BOX 583,,MORGANTON,GA,30560,221   039, CONTINENTAL DR,CUMMING,Forsyth,GA,30041,0.42,14-1 148 LT 171-172 HV-SS ,,,45500,,
Individual,ELLIOTT R,ROBINSON,,,,,,8580 BOHANNON RD,,FAIRBURN,GA,30213,220   451, VALIENT DR,CUMMING,Forsyth,GA,30041,0.23,LOTS 206-207 HC-SS ,,,45500,,
Individual,FRANCES J,ROBINSON,,,,,,31 COUNTRY LN,,MCBEE,SC,29101,099   051,1601 CANTON HWY,CUMMING,Forsyth,GA,30040,3.57,3-1 955 ,,,99030,,
Company,,,ROMO PROPERTIES LLC,,,,,6800 DE BIE DR,,PARAMOUNT,CA,90723,040   001, MULLINAX RD,ALPHARETTA,Forsyth,GA,30004,4.74,2-1 546 ,,,497700,,
Individual,CINDY M,ROPER,,,,,,6015 HEARDSVILLE RD,,CUMMING,GA,30028,027   095,5100 HURT BRIDGE RD,CUMMING,Forsyth,GA,30028,0.5,3-1 511 TRACT 5 ,,,18050,,208.33
Company,,,ROPER J A JR ESTATE &,,,,,2138 VAUGHN RD,,GRIFFIN,GA,30223,C13   031,109 14TH ST,CUMMING,Forsyth,GA,30040,0.52,IRENE BURRUSS LTS 28-29 BLOCK A,,,61770,,
Company,,,ROSALINDA REALTY LLC,,,,,BOSQUES DE ALAMOS # 5,,MEXICO,DE,11700,235   072, GEORGIA HWY 400 ,CUMMING,Forsyth,GA,30028,8.99,14-1 314 ,,,374900,,
Individual,PATRICIA CREWS,ROSE,,,,,,153 OLD HAMPTON WAY,,HAMPTON,GA,30228,313   423, OLD STILL PATH ,,Forsyth,GA,,0.11,14-1 LOT 95 PEBBLEBROOK ,,,25000,,1.05
Individual,B R,RUTHERFORD,,,,,,221 S BLUE LAKE AVE,,DELAND,FL,32724,313   461, QUAIL TRL,,Forsyth,GA,,0.11,14-1 1326 LT 42 PEBBLEBRO ,,,25000,,1.42
Individual,MRUNAL S,SAGGERE,,,,,,412 DRYSTACK WAY,,CARY,NC,27519,179   021,1505 JAMES BURGESS RD,SUWANEE,Forsyth,GA,30024,1,2-1 943 ,,,38000,,
Individual,KYTHEA,SAMPLES,,,,,,172 RILEY CIR,,DAWSONVILLE,GA,30534,263   139,5540 BETTY LN,DAWSONVILLE,Forsyth,GA,30534,1,14-1 671 ,,,28500,,313.79
Company,,,SAMPLES LIN-VIC PROPERTIES LLC,,,,,104 COUNTRY LN,,CARROLLTON,GA,30117,036   001,6097 BENTLEY RD,CUMMING,Forsyth,GA,30040,18.25,2-1 113 ,,,338080,,
Individual,MINERVA,SAMPLES,,,,,,8670 VANNS TAVERN RD,,GAINESVILLE,GA,30506,319   135,8670 VANNS TAVERN RD,GAINESVILLE,Forsyth,GA,30506,1.37,14-1 1229 ,,,40290,,1.93
Individual,MARTHA JEAN,SAMS,,,,,,5530 CANTRELL CIR,,CUMMING,GA,30041,266   031,5530 CANTRELL CIR,CUMMING,Forsyth,GA,30041,1,14-1 657 ,,,34150,,63.41
Individual,SUSAN A,SAMUEL,,,,,,6 HIDDEN FAWN PL,,SIMPSONVILLE,SC,29680,077   136, COVE CREEK CT,CUMMING,Forsyth,GA,30040,0.96,3-1 1068 LT 12 COVE CREEK ,,,30000,,
Individual,KATHERINE C,SANDERS,,,,,,948 HIGH FALLS RD,,JACKSON,GA,30233,313   129, SAWNEE TER,,Forsyth,GA,,0.4,14-1 1268 LOT 305 CRYSTAL COVE ,,,18000,,254.56
Individual,SUMALATHA,SATOOR,,,,,,5609 WINTHROP CT,,EVANSVILLE,IN,47715,221   458, MERCEDES DR,CUMMING,Forsyth,GA,30040,0.13,14-1 150 LOT 424 HD-SS ,,,17500,,
Company,,,SBA TOWERS INC,,,,,5900 BROKEN SOUND PKWY NW,,BOCA RATON,FL,33487,283   337,6685 BROWNS BRIDGE RD,CUMMING,Forsyth,GA,30041,0.08,14-1 800 LEASED LAND CTC ZA#2314 OFF 283-115---2000,,,108970,,
Individual,JAMES C,SCARBORO,,,,,,85 WOODLAND CIR,,ROYSTON,GA,30662,073   025,3940 HOLBROOK RD,CUMMING,Forsyth,GA,30028,3.39,3-1 633-634 ,,,67930,,
Individual,RALPH D,SCHMID,,,,,,92 FAIRY DELL RD,,CLINTON,CT,64130,221   306, MERCEDES DR,CUMMING,Forsyth,GA,30041,0.12,14-1 87 LT 96 HT-SS ,,,35000,,
Individual,NORMA,SCHRILS,,,,,,175 E DELAWARE PL 5410,,CHICAGO,IL,60611,156   005,2100 OLD ATLANTA RD,CUMMING,Forsyth,GA,30041,1.14,2-1 709 ,,,52160,,
Individual,NORMA,SCHRILS,,,,,,175 E DELAWARE PL 5410,,CHICAGO,IL,60611,156   135,2110 OLD ATLANTA RD,CUMMING,Forsyth,GA,30041,1,2-1 709 ,,,47500,,
Company,,,SCHROEDER HOLDINGS LLC,,,,,4080 MCGINNIS FERRY RD STE 1407,,ALPHARETTA,GA,30005,178   041, NICHOLS RD,SUWANEE,Forsyth,GA,30024,26.05,2-1  785-800-857-858 ,,,149790,,1511.07
Individual,MARCO,SCOLA,,,,,,771 S BARFIELD DR,,MARCO ISLAND,FL,34145,276   109,7325 ANDERSON LAKE RD,DAWSONVILLE,Forsyth,GA,30534,0.59,14-1 826 TR 4 ,,,10000,,
Individual,MARCO,SCOLA,,,,,,771 S BARFIELD DR,,MARCO ISLAND,FL,34145,276   110,7315 ANDERSON LAKE RD,DAWSONVILLE,Forsyth,GA,30534,0.63,14-1 826 TR 5 ,,,10000,,
Individual,STERLING R,SCOTT,,,,,,9624 LAURENCEKIRK PL,,BRISTOW,VA,20136,313   393, PEBBLEBROOK TRL,GAINESVILLE,Forsyth,GA,30506,0.34,14-1 1277-1326 LT 134  PE BBLEBROOK SHO,,,25000,,
Individual,JOANNE,SELVEY,,,,,,126 LILLY BELL LN,,FREEPORT,FL,32439,144   058,6425 NAMON WALLACE RD,CUMMING,Forsyth,GA,30028,1.13,3-1 244 ,,,31020,,
Individual,BALTAZAR,SERRANO,,,,,,1749 TILDEN AVE,,JONESBORO,GA,30236,269   097,5395 ARCHER AVE,CUMMING,Forsyth,GA,30041,0.3,14-1 612 LOT 16 SEC B COL ONIAL CLUB ES,,,15000,,
Individual,MARY ANN,SERRANO,,,,,,530 STONE ISLAND RD,,DELTONA,FL,32725,100   280,2530 CONLEY DR,CUMMING,Forsyth,GA,30040,1.01,3-1 991 LT 32 PH 4 DYER FARMS @ PHOENIX,,,50000,,
Individual,FELIX,SERRET,,,,,,30 CLYDE TAYLOR PL,,NEWNAN,GA,30265,307   125, LYNN DR,GAINESVILLE,Forsyth,GA,30506,0.46,14-1 1112 LOT 29 CLAY BENNETT,,,30000,,
Company,,,SEVEN BRANCHES FARM LLC,,,,,PO BOX 149,,JAMESTOWN,RI,02835,103   425, BETHELVIEW RD,CUMMING,Forsyth,GA,30040,38.89,2-1 92-124-125-164 ,,,664490,,
Individual,RONALD,SEWELL,,,,,,5815 ROLLING OAKS DR,,CUMMING,GA,30040,122   093,5860 ROLLING OAKS CIR,CUMMING,Forsyth,GA,30040,0.59,3-1 670 LT 73 PH3 ROLLING ,,,40000,,402.64
Individual,DAVID,SEXTON,,,,,,5330 DAHLONEGA HWY,,CUMMING,GA,30028,187   022,5310 DAHLONEGA HWY,CUMMING,Forsyth,GA,30028,15.3,3-1 253-254 ,,,233610,,2231.31
Individual,DANNY,SHADBURN,,,,,,PO BOX 1397,,CUMMING,GA,30028,C13   017,199 15TH ST,CUMMING,Forsyth,GA,,0.34,3-1 1126 ,,,62000,,504.06
Individual,CATHY A,SHARP,,,,,,24 KITCHEN WAY E,,DAHLONEGA,GA,30533,220   239, FLEETWOOD DR,CUMMING,Forsyth,GA,30041,0.12,14-1 197 LT 242 HC-SS ,,,35000,,279.27
Company,,,SHEILA H PAYNTER LIVING TRUST,,,,,707 BULAIN LN,,AUSTIN,TX,78746,219   098, HOLTZCLAW RD,CUMMING,Forsyth,GA,30041,29.99,14-1 143-201 ,,,689770,,
Individual,LYNN B,SHELTON,,,,,,1070 HONOR RUN,,ALPHARETTA,GA,30005,220   204, CENTURY DR,CUMMING,Forsyth,GA,30041,0.11,14-1 147 LOT 338 HC-SS ,,,35000,,279.27
Individual,RYMOND,SHEPPARD,,,,,,542 NW SPRING LAKE BLVD,,PORT CHARLOTTE,FL,33952,221   652, LINGER LONGER RD,CUMMING,Forsyth,GA,30041,0.92,14-1 86 ,,,137530,,
Individual,CHARLES THOMAS,SHERIDAN,,,,,,104 LEE ST,,CENTERVILLE,GA,31028,313   008, CRYSTAL COVE TRL,GAINESVILLE,Forsyth,GA,30506,0.37,14-1 1209 LT 78 CRYSTAL COVE SHORES ,,,15000,,
Individual,WAYNE E,SHIRLEY,,,,,,2915 E BASLINE RD,STE 109,TEMPE,AZ,85284,279   012T001,6465 GRINDLE RD,GAINESVILLE,Forsyth,GA,30506,,MH ,,,6500,,
Individual,GRACE C,SIMPSON,,,,,,240 SEAVIEW CT APT 603,,MARCO ISLAND,FL,34145,007   012,7225 PLANTATION LN,CUMMING,Forsyth,GA,30028,7.84,3-1  650-719 ,,,224730,,
Individual,MICHAEL,SINCLAIR,,,,,,417 1ST ST,,KIRKLAND,WA,98033,195   048, PILGRIM MILL CIR,CUMMING,Forsyth,GA,30041,1.1,3-1 1118 LT 41-44   R P OTWELL SUB,,,125000,,
Individual,DOROTHY,SKINNER,,,,,,1371 MOHAWK DR,,LAWRENCEVILLE,GA,30043,196   247, EAGLECREEK TRL,CUMMING,Forsyth,GA,30041,0.24,3-1 1258 LOT 149 EAGLE ,,,35000,,464.4
Individual,JAMES W,SLATON,,,,,,1958 GAISSERT RD,,NEWBORN,GA,30056,145   008,5740 NAMON WALLACE RD,CUMMING,Forsyth,GA,30028,1.83,3-1 336 ,,,46310,,
Individual,GARLAND,SMALLWOOD,,,,,,6940 OVERTON CIR,,CUMMING,GA,30041,270   185,6940 OVERTON CIR,CUMMING,Forsyth,GA,30041,0.44,14-1 690 LT 55 SEC B ,,,15000,,217.61
Individual,ANDREW G,SMITH,,,,,,1128 RIVIERA CT,,LIVERMORE,CA,94551,313   333, QUAIL MOUNTAIN TRL,GAINESVILLE,Forsyth,GA,30506,0.1,14-1 1277 LT 290 PEBBLEBR OOK SHORES,,,5000,,
Individual,CORY E,SMITH,,,,,,2828 N MCKOY RD,,VILLA RICA,GA,30180,283   046,7070 DIANA CIR,GAINESVILLE,Forsyth,GA,30506,0.12,14-1 877 LT 19 SEC D MATHIS,,,50000,,
Individual,CYNTHIA E,SMITH,,,,,,2828 NORTH MCCOY ROAD,,VILLA RICA,GA,30180,283   047,7080 DIANA CIR,GAINESVILLE,Forsyth,GA,30506,0.11,14-1 877 LT 20 SEC D MATHIS,,,53700,,
Individual,DOUGLAS L,SMITH,,,,,,2909 KIRKCALDY LN,,BIRMINGHAM,AL,35242,313   510, CROOKED O TRL,GAINESVILLE,Forsyth,GA,30506,0.11,14-1 1277-1266 LOT 355 PEBBLEBROOK,,,5000,,
Company,,,SMITH EDWIN  ESTATE,,,,,865 PECAN GROVE RD,,WASHINGTON,GA,30673,118   045,5675 ELMO RD,CUMMING,Forsyth,GA,30028,0.97,3-1 311 ,,,27940,,
Company,,,SMITH EDWIN ESTATE,,,,,865 PECAN GROVE RD,,WASHINGTON,GA,30673,118   045T001,5675 ELMO RD,CUMMING,Forsyth,GA,30028,,MH ,,,5100,,
Individual,ELIZABETH,SMITH,,,,,,802 HALL RD,,HAMPTON,GA,30228,269   138, ARCHER AVE,CUMMING,Forsyth,GA,30041,0.42,14-1 LT 82 SEC A COL CLUB ESTATES,,,17250,,
Individual,GREGORY L,SMITH,,,,,,3072 E VINA DEL MAR BLVD,,SAINT PETERSBURG,FL,33706,297   313, FLEETWOOD TRL,GAINESVILLE,Forsyth,GA,30506,0.11,14-1 952 LT 47 SHOREWOOD ,,,20000,,
Individual,JOYCE M,SMITH,,,,,,PO BOX 202,,CUMMING,GA,30028,195   197,2050 APPLE VALLEY CT,CUMMING,Forsyth,GA,30041,0.59,3-1 1115 LOT 94 LANIER ,,,40000,,427.35
Individual,KELLY,SMITH,,,,,,482 WESLEY CHAPEL RD,,LEXINGTON,GA,30648,255   065T001,5688 WILSON DR,CUMMING,Forsyth,GA,30041,,MH ,,,18200,,
Individual,KELLY,SMITH,,,,,,482 WESLEY CHAPEL RD,,LEXINGTON,GA,30648,255   065,5688 WILSON DR,CUMMING,Forsyth,GA,30041,0.52,14-1 571 TR 1 ,,,15000,,
Individual,LAURA E,SMITH,,,,,,170 MORNINGSIDE DR,,CLARKSVILLE,GA,30523,313   131, HAW CREEK PL,,Forsyth,GA,,0.3,141 LOT 307 CRYSTAL COVE ,,,45000,,
Individual,ROGER,SMITH,,,,,,3560 AMBASSADOR DR,,WELLINGTON,FL,33414,184   032T001,301 KEMP RD,SUWANEE,Forsyth,GA,30024,,MH ,,,17500,,
Individual,ROGER B,SMITH,,,,,,3560 AMBASSADOR DR,,WELLINGTON,FL,33414,209   001, KEMP RD,SUWANEE,Forsyth,GA,30024,42.5,1-1 71-72-504-506 ,,,956250,,
Individual,ROGER B,SMITH,,,,,,3560 AMBASSADOR DR,,WELLINGTON,FL,33414,184   449,301 KEMP RD,SUWANEE,Forsyth,GA,30024,,1-1 73-505-ETAL ,,,21380,,
Company,,,SMITH T V LIVING TRUST,,,,,1037 PAYNES CREEK RD,,HARTWELL,GA,30643,314   119, DAWSONVILLE HWY,GAINESVILLE,Forsyth,GA,30506,1.44,14-1 1279 LOT 8 LAKEVIEW RIDGE,,,72000,,
Individual,NANCY POWER,SNOWDEN,,,,,,4653 OAKVIEW DR,,SAVANNAH,GA,31405,065   003, SHILOH RD,CUMMING,Forsyth,GA,30040,2.11,2-1 962 ,,,105500,,
Company,,,SOMERSET PARTNERS LP,,,,,7380 MCGINNIS FERRY RD,,SUWANEE,GA,30024,089   304,2330 BROOKWATER DR,ALPHARETTA,Forsyth,GA,30005,0.33,2-1 1059 LT 106 BROOKWOOD ,,,60000,,624.79
Individual,HANI M,SONBATI,,,,,,6 BROOKSIDE RD,,CLARKSBURG,NJ,08510,005   012,8121 HEARDSVILLE CIR,CUMMING,Forsyth,GA,30028,4.22,3-1 508 ,,,129240,,
Individual,HANI M,SONBATI,,,,,,6 BROOKSIDE RD,,CLARKSBURG,NJ,08510,005   023, HEARDSVILLE CIR,CUMMING,Forsyth,GA,30028,4.46,3-1  508 PO TRACT 2 ,,,116090,,
Company,,,SOSEBEE HUGH D FAMILY LP LLLP,,,,,99 COUNTRY CLUB DR,,FORSYTH,GA,31029,053   013,3815 AARON SOSEBEE RD,CUMMING,Forsyth,GA,30028,40,3-1  926-925 ,,,691600,,
Company,,,SOSEBEE HUGH D FAMILY LTD PART,,,,,99 COUNTRY CLUB DR,,FORSYTH,GA,31029,100   123, CANTON HWY,CUMMING,Forsyth,GA,30040,6.43,3-1 1029 ,,,156890,,
Individual,HUGH D JR,SOSEBEE,,,,,,99 COUNTRY CLUB DR,,FORSYTH,GA,31029,101   053, CANTON HWY,CUMMING,Forsyth,GA,30040,20.11,3-1 1134 ,,,397420,,
Company,,,SOSEBEE LAWTON FAMILY PRTNSHP LLLP,,,,,10511 LAKE WILLIAMS DR,,ODESSA,FL,33556,075   084, HURT BRIDGE RD,CUMMING,Forsyth,GA,30028,1,3-1 850-851 ,,,24620,,
Company,,,SOUTH ATLANTIC DEV INC,,,,,,,UNKNOWN,,0,196   164, LAKESIDE TRL,CUMMING,Forsyth,GA,30041,0.22,3-1 1263 LOT 63 EAGLE ,,,45000,,587.75
Company,,,SOUTH POINT CONST LLC,,,,,2272 AZALEA DR,STE A,LAWRENCEVILLE,GA,30043,289   174,6220 PROVIDENCE LAKE DR,GAINESVILLE,Forsyth,GA,30506,0.59,14-1 983 LT 73 PH 1 ,,,34000,,451.98
Company,,,SOUTHERS CIRCLE HOLDING LLC,,,,,790 NW 107TH AVE STE 400,,MIAMI,FL,33172,180   355,830 SOUTHERS PLANTATION LN,SUWANEE,Forsyth,GA,30024,0.68,2-1 1075 LT 3 SOUTHERS PLANTATION,,,75000,,
Company,,,SP BUFORD DAM LLC,,,,,2 GREENWICH PLZ,1ST FLR,GREENWICH,CT,10630,C40   076, SANDERS RD,CUMMING,Forsyth,GA,30041,2.67,2-1 149-150-211 ,,,987900,,
Individual,ERIC G,SPANN,,,,,,28 LIEDTKE DR,,CRANBURY,NJ,08512,313   693, DOGWOOD WAY,GAINESVILLE,Forsyth,GA,30506,0.31,14-1 LOT 219 CRYSTAL COVE ,,,15000,,
Individual,BEVERLY A,SPARKS,,,,,,4910 SETTINGDOWN RD,,CUMMING,GA,30041,235   064,4910 SETTINGDOWN RD,CUMMING,Forsyth,GA,30041,1,14-1 407 ,,,46000,,414.45
Individual,NORMA,STEVENSON,,,,,,5409 MILL VALLEY DR,,DOUGLASVILLE,GA,30135,314   067, TRUMAN MOUNTAIN RD,GAINESVILLE,Forsyth,GA,30506,0.38,14-1 1325 LT 201  LAKE HARBOR SHORES ,,,25000,,
Individual,DAVID MICHAEL,STONE,,,,,,7473 W FAYETTEVILLE RD,,RIVERDALE,GA,30296,307   049,7960 WILKINSON DR,GAINESVILLE,Forsyth,GA,30506,0.28,14-1 1035 LT 54 WILKINSON ,,,12500,,
Individual,ROGER REID JR,STREET,,,,,,339 MAIN ST,,FRANKLIN,TN,37064,313   641, CROOKED O TRL,GAINESVILLE,Forsyth,GA,30506,0.25,14-1 1266 LT 390-391 PEBB LEBROOK SHORE,,,35000,,
Individual,CHANDRA,SUBBAGARI,,,,,,1820 ABBIE FETCH CT,,SUWANEE,GA,30024,179   340,1820 ABBIE FETCH CT,SUWANEE,Forsyth,GA,30024,0.45,2-1 930 LT 45 PH 1 TURNBERRY ,,,150000,,1574.92
Individual,DENNIS F,SULLIVAN,,,,,,2629 TOWNSEND PL,,DANIEL ISLAND,SC,29492,246   008,3260 CRESTVIEW DR,CUMMING,Forsyth,GA,30041,0.5,14-1 268 LT 4  U E AKINS ,,,169770,,
Individual,DENNIS F,SULLIVAN,,,,,,2629 TOWNSEND PL,,WANDO,SC,29492,245   213, CRESTVIEW DR,CUMMING,Forsyth,GA,30041,0.91,14-1 267 LOT 17 PH II SEC K  COL,,,55000,,
Individual,DENNIS F,SULLIVAN,,,,,,2629 TOWNSEND PL,,DANIEL ISLAND,SC,29492,246   008T001,3260 CRESTVIEW DR,CUMMING,Forsyth,GA,30041,,MH ,,,14800,,
Individual,LAWRENCE R ETAL,SULLIVAN,,,,,,30227 RIVER RANCH BLVD,,RIVER RANCH,FL,33867,152   105, BUFORD HWY,CUMMING,Forsyth,GA,30041,0.47,2-1 225 ,,,25000,,
Individual,KAY PITTMAN,SUTTON,,,,,,302 NIXON RD,,SENOIA,GA,30276,323   016,4210 DOGWOOD PATH,GAINESVILLE,Forsyth,GA,30506,0.46,14-1 1338 LT 11  LAKE HARBOR SHORES ,,,25000,,
Company,,,SYDNEY INVESTMENTS LLC,,,,,3575 KOGER BLVD,STE 200,DULUTH,GA,30096,128   524, CASTLEBERRY VILLAGE DR,CUMMING,Forsyth,GA,30040,23.63,2-1 60-85 OPEN SPACE UN 1-2 ,,,50000,,2.61
Individual,SHERAZ,SYED,,,,,,138 W ARBOR CAMP CIR,,THE WOODLANDS,TX,77389,269   388, PARKS RD,CUMMING,Forsyth,GA,30041,1.83,14-1 610 TR 5 ,,,46120,,
Individual,SHERAZ,SYED,,,,,,138 W ARBOR CAMP CIR,,THE WOODLANDS,TX,77389,269   385, PARKS RD,CUMMING,Forsyth,GA,30041,1.1,14-1 610 TR 2 ,,,30690,,
Individual,SHERAZ,SYED,,,,,,138 W ARBOR CAMP CIR,,THE WOODLANDS,TX,77389,269   386, PARKS RD,CUMMING,Forsyth,GA,30041,1.04,14-1 610 TR 3 ,,,29020,,
Individual,SHERAZ,SYED,,,,,,138 W ARBOR CAMP CIR,,THE WOODLANDS,TX,77389,269   387, PARKS RD,CUMMING,Forsyth,GA,30041,1.04,14-1 610 TR 4 ,,,29020,,
Individual,SHERAZ,SYED,,,,,,138 W ARBOR CAMP CIR,,THE WOODLANDS,TX,77389,269   332, PARKS RD,CUMMING,Forsyth,GA,30041,1,14-1 610 TR 1 ,,,28500,,
Company,,,SYNOVUS BANK,,,,,1000 VETERANS PKWY,,COLUMBUS,GA,31901,078   129,5425 LANDSEER WAY,CUMMING,Forsyth,GA,30040,0.51,3-1 1139 LT 34 HUNTINGTON ,,,70000,,
Individual,GRANT,TALBOT,,,,,,2204 SAWGRASS VILLAGE DR,,PONTE VEDRA BEACH,FL,32082,007   163,6830 WELLS CT,CUMMING,Forsyth,GA,30028,1.98,3-1 722 LT 102 PH 5 GLENB ROOK,,,13500,,
Individual,DAVID JR,TALLANT,,,,,,5280 HYDE RD,,CUMMING,GA,30040,034   081,5280 HYDE RD,CUMMING,Forsyth,GA,30040,1.12,3-1 1220 ,,,51240,,538.29
Company,,,TARBERT LLC,,,,,8665 EAST HARTFORD DR,STE 200,SCOTTSDALE,AZ,85255,269   253,4820 KEN LN,CUMMING,Forsyth,GA,30041,0.41,14-1 612 LT 1 SEC C COLON IAL CLUB EST,,,17250,,
Individual,DARYL THOMAS,TATE,,,,,,PO BOX 23101,,SAVANNAH,GA,31403,225   289, BUFORD DAM RD,CUMMING,Forsyth,GA,30041,0.32,14-1 183 ,,,50000,,
Individual,BETTY W,TAYLOR,,,,,,PO BOX 263,,FAYETTEVILLE,GA,30214,314   267, TRUMAN MOUNTAIN RD,GAINESVILLE,Forsyth,GA,30506,1.02,14-1 1279 LT 5 LAKEVIEW RIDGE ,,,15000,,
Individual,DONALD W,TAYLOR,,,,,,3124 LAWTON CT,,PANAMA CITY,FL,32405,313   702, SAWNEE WAY,,Forsyth,GA,,0.33,14-1 LOT 228 CRYSTAL COVE ,,,15000,,
Individual,R W JR,TAYLOR,,,,,,3124 LAWTON CT,,PANAMA CITY,FL,32405,313   013, THUNDER TRL,GAINESVILLE,Forsyth,GA,30506,0.3,141 LOT 141 CRYSTAL COVE ,,,15000,,
Individual,ROBERT RUSSELL,TAYLOR,,,,,,13792 HWY 319N,,THOMASVILLE,GA,31757,313   703, SAWNEE WAY,,Forsyth,GA,,0.31,141 LOT 229 CRYSTAL COVE ,,,15000,,
Company,,,TDGA LLC,,,,,675 SEMINOLE AVE,STE 301  ATTN,ATLANTA,GA,30307,221   350, CHEVY ST,CUMMING,Forsyth,GA,30041,0.11,14-1 378 LOT 378 HD-SS ,,,35000,,279.27
Individual,SUSAN,TEASDALE,,,,,,3440 ROOSEVELT ST,,HOLLYWOOD,FL,33021,213   047, BURRUSS RD,CUMMING,Forsyth,GA,30028,8.43,14-1 126 TRACT B ,,,145420,,
Individual,WANDA J,TEMPLES,,,,,,679 FLAT ROCK RD,,STOCKBRIDGE,GA,30281,269   120,5190 ARCHER AVE,CUMMING,Forsyth,GA,30041,0.56,14-1 611 LT 101 SEC A  CO ,,,17250,,245.38
Company,,,THE KROGER CO,,,,,1014 VINE ST,,CINCINNATI,OH,45202,105  1081, STEEPLECHASE BLVD,CUMMING,Forsyth,GA,30040,1.38,2-1 308-340 OUTLOT 2 ,,,948750,,
Company,,,THE KROGER CO,,,,,1014 VINE ST,,CINCINNATI,OH,45202,105  1080, STEEPLECHASE BLVD,CUMMING,Forsyth,GA,30040,1.27,2-1 308-341 OUTLOT 1 ,,,714380,,
Company,,,THIRTEEN OAKS INC,,,,,PO BOX 23415,,NASHVILLE,TN,37202,121   118,5550 ROLLING OAKS CT,CUMMING,Forsyth,GA,30040,0.7,3-1 627 LT 63 PHI ROLLING OAKS,,,10000,,
Company,,,THIRTEEN OAKS INC,,,,,PO BOX 23415,,NASHVILLE,TN,37202,077   131, COVE CREEK LN,CUMMING,Forsyth,GA,30040,0.6,3-1 1068 LT 7 COVE CREEK ,,,6000,,
Individual,CYNTHIA A,THOMAS,,,,,,70 SERENITY LN,,OAKLEY,CA,94561,221   116,3575 BONNEVILLE DR,CUMMING,Forsyth,GA,30041,0.23,14-1 LT 74-75 HD-SS ,,,45500,,
Individual,KIM,THOMAS,,,,,,450 DODGEN RD,,HAMPTON,GA,30228,319   251, VANNS TAVERN RD,GAINESVILLE,Forsyth,GA,30506,1,14-1 1229-1248 ,,,25000,,340.96
